id,author_last,author_first,author_full_name,title,publisher,publication_year,height_cm,width_cm,depth_cm,binding,page_count,edition_printrun,isbn_asin,editor,contributors,is_signed_inscribed,designer,description,artist_url,publisher_url,collection_grouping,tags,classification,bisac,ddc,location,accession_no,image_url
854,Pettibon,Raymond,Raymond Pettibon,Marcela Dzama 3,David Zwirner,,,,,Softcover (staple bound),,,,,,false,,,http://raypettibon.com/,https://www.davidzwirnerbooks.com/,,,,,,,,
855,Pettibon,Raymond,Raymond Pettibon,Born on a Train,,2015,,,,,,,,,,false,,,http://raypettibon.com/,,,,,,,,,
856,Pettibon,Raymond,Raymond Pettibon,Raymond Pettibon (Contemporary Artists),Phaidon Press,2001,,,,,,,,,,false,,,http://raypettibon.com/,,,,,,,,,
857,Pettibon,Raymond,Raymond Pettibon,Raymond Pettibon: Homo Americanus: Collected Works,David Zwirner Books/Deichtorhallen Hamburg-Sammlung Falckenberg,2016,,,,,,,,,,false,,,http://raypettibon.com/,https://www.davidzwirnerbooks.com/,,,,,,,,
858,Peyton,Elizabeth,Elizabeth Peyton,Imprint93,,,,,,,,"Zine, Edition 100 (3) copies",,,,false,,,,,,,,,,,,
859,Peyton,Elizabeth,Elizabeth Peyton,Here She Comes Now,,,,,,,,,,,,false,,,,,,,,,,,,
860,Peyton,Elizabeth,Elizabeth Peyton,The Age of Innocence,Nieves,2013,19.5,25.5,,Softcover,16,"1st, Edition of 100",9783905999488,,,false,,"13 color ill.. Artist's book (12 paintings by Elizabeth Peyton). The title of this small volume by Elizabeth Peyton The Age of Innocence is taken from the early 20th century novel of the same name by Edith Wharton. It describes the claustrophobic, repressed, hypocritical atmosphere of New York society in the 1870's. In the novel passion is shown as the force that would make that highly ritualized world implode.",,https://www.nieves.ch/,,,,,,,,
861,Peyton,Elizabeth,Elizabeth Peyton,Ghost,,,,,,,,,,,,false,,,,,,,,,,,,
862,Peyton,Elizabeth,Elizabeth Peyton,Elizabeth Peyton Gagosian Paris,Gagosian,,,,,,,,,,,false,,,,https://gagosian.com/,,,,,,,,
863,Pfahler,Kembra,Kembra Pfahler,"Kembra Pfahler ""Beautalism""",Deitch Projects,2008,26.0,26.0,0.6,Softcover,92,,9780981577135,,Essay by Kathy Grayson,false,,"After more than three decades in the New York underground scene, we finally have a book on the inimitable Kembra Pfahler, artist and lead singer of the interdisciplinary rock band, the Voluptuous Horror of Karen Black. Cataloguing her recent projects for the 2008 Whitney Biennial--which included a huge rock show in the Park Avenue Armory--this volume also features her most notorious body-art performances and shocking Sewn Vagina and Wall of Vagina pieces. Numerous full-bleed photographs capture the making of the Biennial artworks, the preparation for her live show, the performance itself and the aftermath. Also included are images of her drawings, sculptural works and installations, alongside short texts by the artist and an essay by curator and sometimes Girl of Karen Black, Kathy Grayson.",,,Art,"music, punk, nyc, ""karen black""",,,,Clipper,,
864,Pfeiffer,Walter,Walter Pfeiffer,Cherchez La Femme,Edition Patrick Frey,2007,,,,,112,,9783905509663,,,false,,,,,,,,,,,,/assets/images/covers/9783905509663.jpg
865,Pfeiffer,Walter,Walter Pfeiffer,Choli Cholie,RVB Books,,,,,,,,9781597111300,,,false,,,,,,,,,,,,
866,Pfeiffer,Walter,Walter Pfeiffer,Choli Choie,,,,,,,,,,,,false,,,,,,,,,,,,
867,Pfeiffer,Walter,Walter Pfeiffer,Scrapbooks,,,,,,,,,,,,false,,,,,,,,,,,,
868,Pfeiffer,Walter,Walter Pfeiffer,Welcome Aboard,Edition Patrick Frey,,,,,,,,,,,false,,,,,,,,,,,,
869,Philip-Lorca diCorcia,Philip-Lorca,Philip-Lorca Philip-Lorca diCorcia,Hustlers (SIGNED),,,,,,,,,,,,false,,,,,,,,,,,,
870,Phillips,Valerie,Valerie Phillips,Unsigned,,,,,,,,,,,,false,,,,,,,,,,,,
871,Phillips,Richard,Richard Phillips,,Gagosian; Rizzoli,,,,,,,,,,,false,,,,https://gagosian.com/,,,,,,,,
872,Phillips,Brad,Brad Phillips,Grandpa goes to Hollywood,,,,,,,,,,,,false,,,,,,,,,,,,
873,Phillips,Brad,Brad Phillips,Mother Nature Mother Creature,,,,,,,,,,,,false,,,,,,,,,,,,
874,Phillips,Valerie,Valerie Phillips,Unsigned.,Dashwood,2016,,,,Zine,,150,,,,false,,,,https://dstrettell.com/,,,,,,,,
875,Phillips,Valerie,Valerie Phillips,It’s Not Him You See At Night In Your Dreams Valerie Phillips,Self published,2014,15.0,21.0,,Softcover,32,,,,,false,,,,,,,,,,,,
876,Phillips,Valerie,Valerie Phillips,Sara Superero,Self published,2015,22.0,18.5,,Paperback,32,"perfect binding, color",,,,false,,"This lookbook from London-based fashion photographer Valerie Phillips candidly and unaffectedly profiles model Sara Cummings in her Californian hometown. In her raw and intimate style, Phillips documents the androgynous, skater-chic Cummings in vintage threads amidst the Americana kitsch of roadsigns, carousels, and wood-panelled dives. The photographer has published several books profiling young models with a humanity and affection rarely found in the world of fashion photography.",,,,,,,,,,
877,Phillips,Valerie,Valerie Phillips,you left your ring on the floor of my bedroom,Longer Moon Farther,2015,21.0,17.4,1.0,Paperback,,,9780954340360,,,false,,"Photographer Valerie Phillips discovered Sara through a friend of a friend on Instagram. She knew instantly she had to photograph her, and flew Sara from LA to the UK, planning a ten day visit. But Sara was refused entry by Immigration and booked onto the next flight home. Released into Valerie's custody for one night only, they made the most of her hours of freedom - they stayed up all night and made this book",,,,,,,,,,/assets/images/covers/9780954340360.jpg
878,Pierre et Gilles,,Pierre et Gilles,,,,,,,,,,,by Pierre Commoy (Author),Gilles Blanchard (Author),false,,,,,,,,,,,,
879,Pierson,Jack,Jack Pierson,Lynn Valley 9,,,,,,,,,,,,false,,,,,,,,,,,,
880,Piller,Peter,Peter Piller,I Am A Woman,,,,,,,,,,,,false,,,,,,,,,,,,
881,Piller,Peter,Peter Piller,Umschläge (Special Edition) #15,,,,,,,,,,,,false,,,,,,,,,,,,
882,Piller,Peter,Peter Piller,Umschläge,,,,,,,,,,,,false,,,,,,,,,,,,
883,Polke,Sigmar,Sigmar Polke,Von Willich aus (Starting from Willich),,,,,,,,,,,,false,,,,,,,,,,,,
884,Power,Mark,Mark Power,Die Mauer ist Weg!,,,,,,,,,,,,false,,,,,,,,,,,,
885,Price,Ken,Ken Price,Ken Price Drawings,Matthew Marks Gallery,,,,,Softcover,,First,,,,false,,,,,,,,,,,,
886,Prince,Richard,Richard Prince,Hoods,Fulton Ryder,2022,29.2,24.1,,Hardcover,179,First,9798985236811,,,false,,"This monograph and artist's book documents Richard Prince's painted sculptures created between 1988-2013. The publication features archival photographs showcasing the evolution of the ""Hoods"" series, including documentation of Prince's ""Body Shop"" studio and ""Second House"" in upstate New York. Prince described his approach as wanting to ""paint something that was already painted."" The work engages with customized American muscle car design traditions, with pieces titled ""Almost Grown,"" ""American Place,"" ""Folksongs,"" and ""Vanishing Point"" conveying themes of nostalgia, absence, and loss.",http://www.richardprince.com/,https://www.artbook.com/,Art,"Contemporary Art, Artist Book, Sculpture, Photography",,,,,,/assets/images/books/Prince_Hoods_9798985236811.jpg
887,Prince,Richard,Richard Prince,American Dream,Rubell Family Collection,2005,24.1,16.5,,Hardcover,116,Sealed,9780971634152,,,false,,The Rubell Family Collection's substantial and important Richard Prince holdings showcasing his signature pop-culture appropriations wicked silk-screened jokes and pulpy paintings. With an introduction by Mark Coetzee.,http://www.richardprince.com/,https://rubellmuseum.org/,Art,,,,,,,/assets/images/books/Prince_American_Dream.jpg
888,Prince,Richard,Richard Prince,American English,Sadie Coles HQ / Walther König,2003,22.2,15.2,,Paperback,134,Edition of 1400,9783883757179,,Herman Lelie,false,,"Scarce artist's book published in conjunction with Prince's exhibition at Sadie Coles HQ (23 April-31 May 2003). Opens with Prince's essay ""Collecting: Bring It All Back Home"" about his book collection. Features photographs that juxtapose the covers and dust-jackets of American and English editions of books in Prince's collection, photographed in various un-literary backgrounds. The variant dustjackets of American and English editions are often presented side-by-side. Designed by Herman Lelie. Published in glossy pictorial semi-stiff wrappers.",http://www.richardprince.com/,https://www.artbook.com/,Art,"Contemporary Art, Artist Book, Photography, Book Collection",,,,,,/assets/images/books/Prince_American_English_9783883757179.jpg
889,Prince,Richard,Richard Prince,Bettie Kline,Gagosian,2009,36.2,28.3,,Hardcover,108,Limited to 1000 copies,9781935263005,,,false,,Conceived by Richard Prince and limited to a thousand copies this large-format artist's book juxtaposes Irving Klaw's photographs of 1950s pinup model Bettie Page with reproductions of artworks by Abstract Expressionist painter Franz Kline. According to Prince's accompanying text Klaw maintained a studio at the New York address where Kline lived and worked. In Prince's account Kline would sometimes use Klaw's models for figure studies and Page became his secret subject and muse. The book's unexpected pairings of Klaw's photos with Kline's expressive marks produce a frisson of surprise and extend the art historical significance of the female nude.,http://www.richardprince.com/,https://gagosian.com/,Art,,,,,,,
890,Prince,Richard,Richard Prince,Canal Zone,Gagosian,,,,,Hardcover,,seaked,,,,false,,,http://www.richardprince.com/,https://gagosian.com/,,,,,,,,
891,Prince,Richard,Richard Prince,Check Paintings,Gagosian Gallery,,,,,Hardcover,,,,,,false,,,http://www.richardprince.com/,https://gagosian.com/,,,,,,,,
892,Prince,Richard,Richard Prince,Covering Pollock (program),,,,,,Program Guild Hall Museum,,,,,false,,,http://www.richardprince.com/,,,,,,,,,,
893,Prince,Richard,Richard Prince,Cowboy,Gagosian,,,,,Hardcover,,sealed,,,,false,,,http://www.richardprince.com/,https://gagosian.com/,,,,,,,,/assets/images/books/Prince_Cowboy.jpg
894,Prince,Richard,Richard Prince,Free Love,Sadie Coles HQ,,,,,Hardcover,,,,,,false,,,http://www.richardprince.com/,,,,,,,,,
895,Prince,Richard,Richard Prince,Good Life,,,,,,,Wrappers,,,,false,,,http://www.richardprince.com/,,,,,,,,,,
896,Prince,Richard,Richard Prince,High Times,Gagosian,,,,,Hardcover,,,,,,false,,,http://www.richardprince.com/,https://gagosian.com/,,,,,,,,/assets/images/books/Prince_High_Times.jpg
897,Prince,Richard,Richard Prince,Inside World,,,,,,,"Wrappers, Various Artists",,,,false,,,http://www.richardprince.com/,,,,,,,,,,/assets/images/books/Prince_Inside_World.jpg
898,Prince,Richard,Richard Prince,It's A Free Concert,,,,,,,Wrappers,,,,false,,,http://www.richardprince.com/,,,,,,,,,,
899,Prince,Richard,Richard Prince,Jokes & Cartoons,JR,,,,,Wrappers. Sealed,,,,,false,,,http://www.richardprince.com/,,,,,,,,,,
900,Prince,Richard,Richard Prince,Cartoon Jokes,Nahmad Contemporary,,,,,,,,,,,false,,,http://www.richardprince.com/,,,,,,,,,
901,Prince,Richard,Richard Prince,Katz + Dogg Frozen Love,Fulton Ryder,2021,21.6,27.9,,Wrappers,72,"First, edition of 300",,,,false,,,http://www.richardprince.com/,,,,,,,,,
902,Prince,Richard,Richard Prince,Kaliflower,,,,,,,Wrappers,,,,false,,,http://www.richardprince.com/,,,,,,,,,,/assets/images/books/Prince_Kaliflower.jpg
903,Prince,Richard,Richard Prince,Naked Nurses,JMc/,,,,,Wrappers,,,,,,false,,,http://www.richardprince.com/,,,,,,,,,
904,Prince,Richard,Richard Prince,New Figures,,,,,,,,,,,,false,,,http://www.richardprince.com/,,,,,,,,,
905,Prince,Richard,Richard Prince,Phillips,Abrams,,,,,Hardcover,,,,,,false,,,http://www.richardprince.com/,,,,,,,,,
906,Prince,Richard,Richard Prince,Photographs / Paintings,,,,,,Wrappers. 2 book set sealed,,,,,false,,,http://www.richardprince.com/,,,,,,,,,,
907,Prince,Richard,Richard Prince,Protest Paintings,,,,,,Hardcover. Sealed,,,,,false,,,http://www.richardprince.com/,,,,,,,,,,
908,Prince,Richard,Richard Prince,Richard Prince,Guggenheim,,,,,Hardcover,,Guggenheim,,,,false,,,http://www.richardprince.com/,,,,,,,,,/assets/images/books/Prince_Richard_Prince.jpg
909,Prince,Richard,Richard Prince,Richard Prince - The Gug,Almine Rech,,,,,Hardcover. Sealed,,,,,false,,,http://www.richardprince.com/,,,,,,,,,,
910,Prince,Richard,Richard Prince,Richard Prince + Zach Sebastian,,,,,,"Zine, 2 copies",,,,,false,,,http://www.richardprince.com/,,,,,,,,,,
911,Prince,Richard,Richard Prince,Richard Prince Publications,,,,,,,,,,,,false,,,http://www.richardprince.com/,,,,,,,,,
912,Prince,Richard,Richard Prince,Richard Prince Super Group,,,,,,Hardcover. Sealed,,,,,false,,,http://www.richardprince.com/,,,,,,,,,,
913,Prince,Richard,Richard Prince,Second House,Gladstone Gallery,,,,,Hardcover,,,,,,false,,,http://www.richardprince.com/,,,,,,,,,
914,Prince,Richard,Richard Prince,SHE,McKenna,,,,,Hardcover,,,,,,false,,,http://www.richardprince.com/,,,,,,,,,/assets/images/books/Prince_SHE.jpg
915,Prince,Richard,Richard Prince,Special Guest,Karma,,,,,Wrappers,,w/ Roe Etheridge,,,,false,,,http://www.richardprince.com/,https://karmakarma.org/,,,,,,,,
916,Prince,Richard,Richard Prince,Splashes,RVP,,,,,"Wrappers. 2 copies, sealed",,,,,false,,,http://www.richardprince.com/,,,,,,,,,,
917,Prince,Richard,Richard Prince,The Girl Next Door,,,,,,,,,,,,false,,,http://www.richardprince.com/,,,,,,,,,
918,Prince,Richard,Richard Prince,The Magic Castle,,,,,,,,,,,,false,,,http://www.richardprince.com/,,,,,,,,,
919,Prince,Richard,Richard Prince,untitled (band) 2013/2014,,,,,,Hardcover,,,,,false,,,http://www.richardprince.com/,,,,,,,,,,
920,Prince,Richard,Richard Prince,White Paintings,,,,,,Hardcover,,,,,false,,,http://www.richardprince.com/,,,,,,,,,,
921,Prince,Richard,Richard Prince,Family Tweets,Gagosian,2021,,,,Hardcover,,"300, (Copy 1 of 2)",,,,false,,"Gagosian will present Family Tweets, a new book by Richard Prince published through Fulton Ryder. Works from the publication will be on view in the 976 Madison Avenue gallery behind the bookstore. Family Tweets documents Prince’s project at Desert X in Southern California’s Coachella Valley in 2017. The site offered to Prince was an abandoned house in Desert Hot Springs, where he installed—inside and out—printouts from his Birdtalk blog relating to his family, most of which were posted on the @richardprince4 Twitter feed in 2014. The printouts were made in a variety of mediums. Three days after the installation, once Prince had left, most of the works were removed, taken, seized—gobbled up, so to speak—by “art hikers with flashlights.” Neither he nor the organizers had any “remote viewing” about what would happen to the artworks after he left; there was never any thought about “guarding” them. It wasn’t exactly comme ci, comme ça, but let’s just say the whole project turned into one of those sixties free concerts—80 percent of the works disappeared. The works on view are examples of what was retrieved after the event was over.",http://www.richardprince.com/,https://gagosian.com/exhibitions/2021/richard-prince-family-tweets/,Art,"Twitter, Tweets, Family",,,,Clipper,,
922,Prince,Richard,Richard Prince,Untitled (Original Cowboy),Gagosian,2022,,,,Hardcover,,,,,,false,,"Matched with an artwork by Richard Prince, the publication is part of Gagosian’s Picture Books, an imprint conceived by author Emma Cline and dedicated to publishing fiction by leading authors alongside contributions by celebrated contemporary artists.",http://www.richardprince.com/,https://gagosian.com/,,,,,,,,
923,Prince,Richard,Richard Prince,Yea Yea Yea,,,,,,,"Program, Stuart Sutcliffe",,,,false,,,http://www.richardprince.com/,,,,,,,,,,
924,Prince,Richard,Richard Prince,Purple Mag insert #1,,,,,,,Wrappers,,,,false,,,http://www.richardprince.com/,,,,,,,,,,
925,Prince,Richard,Richard Prince,Purple Mag insert #2,,,,,,,Wrappers,,,,false,,,http://www.richardprince.com/,,,,,,,,,,
926,Prince,Richard,Richard Prince,Bibliothèque d’un Amateur,,,,,,,,,,,false,,,http://www.richardprince.com/,,,,,,,,,,
927,Provoke,,Provoke,Provoke Re-issue,,,,,,,,,,,false,,,,,,,,,,,,,
928,Pruitt,Rob,Rob Pruitt,Rob Pruitt's eBay Flea Market Year,,,,,,,,,,,,false,,,,,,,,,,,,
929,Pruitt,Rob,Rob Pruitt,The Exquisite Self Portraits Photoshoot,"Triangle Books,Published 2015",,,,,,,9782930777115,,,false,,,,,,Self Portraits,,,,,,,
930,Pyvka,Arnaud,Arnaud Pyvka,Terrestre,,,,,,,,,,,,false,,,,,,,,,,,,
931,Quaicoe,Otis Kwame Kye,Otis Kwame Kye Quaicoe,Black Rodeo,Almine Rech Editions,2022,27.5,21.5,,Boards,168,"First 800 copies, English/French",9782930573434,,,false,,"This book is published in conjunction with the artist's debut European solo exhibition, BLACK RODEO: Cowboys of the 21st Century, held between March 10 and April 16, 2022 at Almine Rech Brussels.",,,,,,,,,,
932,R,,,R,,,,,,,,,,,,false,,,,,,,,,,,,
933,Ramos,Mel,Mel Ramos,Mel Ramos,Electa/Gingko,,,,,,,,,,,false,,,,,,,,,,,,
934,Ramos,Mel,Mel Ramos,Mel Ramos: New Prints: Catalogue Raisonné of Original Prints,Moderne Kunst Nürnberg,2014,29.8,23.5,1.9,Paperback,180,Rare,9783869844701,by Claire Breukel (Author),Jeanette Zwingenberger (Author),false,,,,,Art,Prints,,,,,,
935,Rauch,Neo,Neo Rauch,Oversized Taschen Book -,,,,,,,,,,,,false,,,,,,,,,,,,
936,Rauch,Neo,Neo Rauch,"Neo Rauch: Paintings Edited by Hans-Werner Schmidt, Bernhart Schwenk",Hatje Cantz,2010,,,,,,,9783775725217,,,false,,,,https://www.hatjecantz.de/,,,,,,,,
937,Rauch,Neo,Neo Rauch,"Neo Rauch: Das Grafische Work, 1993-201",Hatje Cantz,,,,,,,,9783775733106,,,false,,,,https://www.hatjecantz.de/,,,,,,,,
938,Rauch,Neo,Neo Rauch,Neo Rauch: Dromos,,,,,,,,9783775743815,,,false,,,,,,,,,,,,,
939,Rauch,Neo,Neo Rauch,Neo Rauch: Para,DuMont,2010,24.1,29.8,,Hardcover,116,32 color,9783832190095,,,false,,,,,,,,,,,,
940,Rauch,Neo,Neo Rauch,Neo Rauch Schilfland: Works on Paper by Wolfgang Buscher (2009-09-01),Prestel,,,,,,,,,,,false,,,,,,,,,,,,
941,Rauch,Neo,Neo Rauch,Neo Rauch: At the Well,David Zwirner Books,2015,33.0,25.9,2.0,,,,9781941701119,,,false,,,,https://www.davidzwirnerbooks.com/,,,,,,,,
942,Rauch,Neo,Neo Rauch,Neo Rauch: Propaganda,David Zwirner Books,,,,,,,,,,,false,,,,https://www.davidzwirnerbooks.com/,,,,,,,,
943,Rauch,Neo,Neo Rauch,Aus dem Bldem / From the Floor,The Drawing Center,,,,,,,"Softcover,",,,,false,,,,,,,,,,,,
944,Rauch,Neo,Neo Rauch,Neo Rauch: Renegaten,David Zwirner,2005,,,,Softcover,40,20 color,9780976913603,,,false,,,,https://www.davidzwirnerbooks.com/,,,,,,,,
945,Rauch,Neo,Neo Rauch,Neo Rauch & Rosa Loy: Hinter Den Gärten/Behind the Gardens,Prestel,2011,,,,,,,,,,false,,,,,,,,,,,,
946,Rauch,Neo,Neo Rauch,Neo Rauch Bonnefanten Museum,Hatje Cantz,,,,,,,,,,,false,,,,https://www.hatjecantz.de/,,,,,,,,
947,Rauch,Neo,Neo Rauch,Neo Rauch,David Zwirner,2008,,,,Hardcover,,,9783865217431,,,false,,,,https://www.davidzwirnerbooks.com/,,,,,,,,/assets/images/covers/9783865217431.jpg
948,Rauchenberg,Robert,Robert Rauchenberg,Robert Rauschenberg,"The Museum of Modern Art, New York",2016,,,,Hardcover,392,,9781633450202,,,false,,,,,,,,,,,,/assets/images/covers/9781633450202.jpg
949,Rauchenberg,Robert,Robert Rauchenberg,Scenerios,,,,,,,,,,,,false,,,,,,,,,,,,
950,Rauchenberg,Robert,Robert Rauchenberg,Runts,,,,,,,,,,,,false,,,,,,,,,,,,
951,Rauchenberg,Robert,Robert Rauchenberg,Transfer Drawings,,,,,,,,,,,,false,,,,,,,,,,,,
952,Reedus,Norman,Norman Reedus,The Sun's Coming Up... Like a Big Bald Head,Authorscape,2013,,,,,,First edition,9780989637909,,,false,,,,,,,,,,,,/assets/images/covers/9780989637909.jpg
953,REIS,Rogerio,Rogerio REIS,Rogerio REIS : Ninguém é de Ninguém Impériale Collection n°4,Editions Bessard,2021,26.0,17.0,,Soft-Binding,36,Edition of 250,,,,false,,,,,,,,,,,,
954,Richter,Gerhard,Gerhard Richter,Strip Paintings and 8 Glass Panels,MG,2012,,,,,,First edition,,,,false,,,https://www.gerhard-richter.com/,,,,,,,,,
955,Richter,Gerhard,Gerhard Richter,Gerhard Richter: Abstraktes Bild 825-11: 69 Details,Scalo Verlag/Editions CR: 86,1996,,,,Hardback with cardboard slipcase,,"First edition, Artist Book",,,,false,,,https://www.gerhard-richter.com/,,Art,,,,,,,
956,Richter,Gerhard,Gerhard Richter,Overpainted Photographs,Hatje Cantz,,,,,,,,,,,false,,,https://www.gerhard-richter.com/,https://www.hatjecantz.de/,,,,,,,,
957,Richter,Gerhard,Gerhard Richter,Painting After All,,,,,,,,,,,,false,,,https://www.gerhard-richter.com/,,,,,,,,,
958,Richter,Gerhard,Gerhard Richter,Landscape,,,,,,,,,,,,false,,,https://www.gerhard-richter.com/,,,,,,,,,
959,Richter,Gerhard,Gerhard Richter,Gerhard Richter: tails,Scalo Verla,2016,,,,,,First edition,,,,false,,,https://www.gerhard-richter.com/,,Art,,,,,,,
960,Richter,Gerhard,Gerhard Richter,Portraits,,,,,,,,,,,,false,,,https://www.gerhard-richter.com/,,,,,,,,,
961,Richter,Gerhard,Gerhard Richter,Atlas,,,,,,,,,,,,false,,,https://www.gerhard-richter.com/,,,,,,,,,
962,Richter,Gerhard,Gerhard Richter,Portraits Painting Appearances,,,,,,,,,,,,false,,,https://www.gerhard-richter.com/,,,,,,,,,
963,Richter,Gerhard,Gerhard Richter,Gerhard Richter: Life and Work in Painting Thinking is Painting,Schirner/Mosel,2020,36.5,24.0,,Hardcover,480,"Linen with jacket, 413 color illustrations",9783791386515,Armin Zweite,,false,,,https://www.gerhard-richter.com/,,,,,,,,,
964,Rickard,Doug,Doug Rickard,Tom,,,,,,,,,,,,false,,,,,,,,,,,,
965,Ridgers,Derek,Derek Ridgers,78-87 London Youth,Damiani,2014,31.75,21.59,,Hardcover,160,Illustrated throughout,9788862083591,Text by John Maybury,,false,,"Photographs taken in the streets, clubs, basements and bars of London between 1978 and 1987, celebrating the many mutations in London's youth culture from the height of punk to the birth of Acid House. These photographs, made over a ten-year span, capture punk's evolution into goth, the skinhead revival and the New Romantic scene, and the eventual emergence of Acid House and the new psychedelia. Among those portrayed are Boy George, Andrew Logan, Leigh Bowery and his boyfriend Trojan, Michael Alig, John Galliano, Hamish Bowles, Cerith Wyn Evans, Steve Strange and Martin Kemp and Steve Norman of Spandau Ballet. A testament to the creative spirit of youth with emphasis on sartorial DIY panache.",https://ridgers.com/,https://www.damianibooks.com/,"Photography, Youth culture, Punk, New Romantic, Goth, London, 1980s, Street photography","Punk & New Wave, Youth Culture, Street Photography, Music & Nightlife, British Photography",,,,,,/assets/images/books/Ridgers_78_87_London_Youth_9788862083591.jpg
966,Rist,Pipilotti,Pipilotti Rist,Pixel Forest,,,,,,,,,,,,false,,,,,,,,,,,,
967,Rist,Pipilotti,Pipilotti Rist,The video organism of Pipilotti,,,,,,,,,,,,false,,,,,,,,,,,,
968,Robert Adams,Robert,Robert Robert Adams,,,,,,,,,,,,,false,,,,,,,,,,,,
969,Robinson,Walter,Walter Robinson,Walter Robinson paintings on paper 2009 - 2020,Fulton Ryder,2021,28.0,21.0,,Paperback,48,color,,,,false,,,,,,,,,,,,
970,Rodick,Frank,Frank Rodick,Liquid Cities,Akina Books,2014,,,,,,,,,,false,,,,,,street photography,,,,,,
971,Rodland,Torbjorn,Torbjorn Rodland,Giappone 1970,,,,,,,,,,,,false,,,,,,,,,,,,
972,Rodland,Torbjorn,Torbjorn Rodland,Fifth Honeymoon,,,,,,,,,,,,false,,,,,,,,,,,,
973,Rodland,Torbjorn,Torbjorn Rodland,Vanilla Partner,,,,,,,,,,,,false,,,,,,,,,,,,
974,Rodland,Torbjorn,Torbjorn Rodland,Sasquatch Century,,,,,,,,,,,,false,,,,,,,,,,,,
975,Rodland,Torbjorn,Torbjorn Rodland,Confabulations,,,,,,,,,,,,false,,,,,,,,,,,,
976,Rodland,Torbjorn,Torbjorn Rodland,The Touch That Made You,,,,,,,,,,,,false,,,,,,,,,,,,
977,Rondepierre,Eric,Eric Rondepierre,The Mark of Time,Editions Bessard,2015,,,,,,"First edition, C print",9781091406444,,,true,,,,,,,,,,,,/assets/images/covers/9781091406444.jpg
978,Rose,Brian,Brian Rose,Time and Space on the Lower East Side,,,,,,,,,,,,false,,,,,,,,,,,,
979,Rosenberg,Aura,Aura Rosenberg,Headshots,,,,,,,,,,,,false,,,,,,,,,,,,
980,Rosenquist,James,James Rosenquist,James Rosenquist: the Big Paintings: Thirty Years,Rizzoli,1994,38.6,31.0,2.0,Hardcover,,First Edition edition,9780847818457,by Leo Castelli (Author),"by Leo Castelli (Author), Susan Brundage (Author), Craig Adcock (Author)",false,,,,,,,,,,,,
981,Rosenquist,James,James Rosenquist,James Rosenquist,Whitney Museum of Art,1972,26.4,23.6,1.0,"Sofcover, catalogue",,Whitney Museum; First Edition edition,,Marcia Tucker,by New York. Whitney Museum of American Art. Text by Marcia Tucker; catalog of prints by Elke M. Solom (Author),false,,,,,,,,,,,,
982,Rosenquist,James,James Rosenquist,The Early Pictures,"Goldman, Gagosian Gallery",,,,,,,,,,,false,,,,https://gagosian.com/,,,,,,,,
983,Rosenquist,James,James Rosenquist,A Retrospective,Guggenheim Museum Publications,2003,30.5,25.6,4.6,Hardcover,472,346 color illustrations,9780892072675,"Walter Hopps, Sarah Bancroft","Julia Blaut, Ruth E. Fine, Eugene E. Epstein",false,,"Lipsticks, automobiles, dishwashers, men in business suits, spaghetti, rockets, airplanes, hairdryers, ice cream cones and pigtailed girls. James Rosenquist has always known how to combine these seemingly disparate but always all-American elements into whirlwind, billboard-sized collages of airbrushed surreal euphoria, slamming colors, patterns and objects into one another with the eye of an advertising man and the heart of a Pop Artist. This momentous catalogue, published to accompany the first in-depth survey of the artist's work since 1972, gives long-overdue, in-depth attention to Rosenquist's singular achievement in American art. Extensive illustrations cover major works in diverse media, including work on paper that reveals the artist's process, as well as extensive new and archival photography. Essays focus on areas that have only been superficially addressed in the literature to date, bringing the level of Rosenquist scholarship up to that of his Pop Art contemporaries. The book offers a comprehensive overview of Rosenquist's career, including essays on his unique style, collage, prints, and his connection to scientific phenomena. It features nearly 300 works and includes a definitive biography, exhibition history, and illustrated chronology.",,https://www.guggenheim.org,"Pop Art, American Art, Contemporary Art, Collage","Artist Monographs, Museum Publications",,,,,,/assets/images/books/Rosenquist_A_Retrospective_9780892072675.jpg
984,Rosenquist,James,James Rosenquist,Welcome to the Walter Planet and House of Fire 1988-1989,Tyler Graphics,,,,,,,,,,,false,,,,,,,,,,,,
985,Rosenweig,Ben,Ben Rosenweig,King of Diamonds,Twin BroBro,2014,,,,,,,,,,true,,,,,,,,,,,,
986,Rosenzweig,Ben,Ben Rosenzweig,King Of Diamonds,,,,,,,,,,,,false,,,,,,,,,,,,
987,Rotella,Mimmo,Mimmo Rotella,Mimmo Rotella,Skira,,,,,,,,,,,,false,,,,,,,,,,,
988,Rotella,Mimmo,Mimmo Rotella,American Icons and Early Work,Knoedler & Company,,,,,,,,,,,,false,,,,,,,,,,,
989,Roth,Dieter,Dieter Roth,Work Tables & Tischmatten,Yale,,,,,,,,,,,,false,,,,,,,,,,,
990,Rothenberg,David,David Rothenberg,Landing Lights Park,ROMAN NVMERALS,,,,,,,,,,,false,,,,https://www.romapublications.org/,,,,,,,,
991,Rothko,,Rothko,Dark Palette,Pace,,,,,,,,,,,,false,,,,,,,,,,,
992,Roversi,Paolo,Paolo Roversi,Secrets,,,,,,,,,,,,false,,,,,,,,,,,,
993,Roy,Henry,Henry Roy,Superstition,,,,,,,,,,,,false,,,,,,,,,,,,
994,Ruby,Sterling,Sterling Ruby,Chron,Karma,,,,,,,,,,,false,,,,https://karmakarma.org/,,,,,,,,
