id,author_last,author_first,author_full_name,title,publisher,publication_year,height_cm,width_cm,depth_cm,binding,page_count,edition_printrun,isbn_asin,editor,contributors,is_signed_inscribed,designer,description,artist_url,publisher_url,collection_grouping,tags,classification,bisac,ddc,location,accession_no,image_url
11,Ackerman,Rita,Rita Ackerman,Sketchbook V (Twitchy),American Art Catalogues,2022,27.9,24.1,,Hardcover,84,"First printing, 500",,,,false,,"Sketchbook V (Twitchy), the fifth and final installment of Ackermann's sketchbook series. Long time collaborator and friend of Ackermann's Harmony Korine created a foundation of drawings for Ackermann to rework within the pages of this sketchbook. The cover bears Twitchy, a character created by Korine.",,,,,,,,,,
12,Ackerman,Rita,Rita Ackerman,Rita Ackermann,Skira Rizzoli,2011,28.8,23.7,2.9,Hardcover,224,(1 of 2 copies),9780847836642,,"by Rita Ackermann (Author), Bonnie Clearwater (Author), Harmony Korine (Author), Felix Ensslin (Author), John Kelsey (Author)",false,,"Illustrated. A native of Hungary, Rita Ackermann moved to New York City in the mid-1990s. She arrived to find a culture (and art world) in transition: rave and zine culture was in full swing; collaborations between artists, musicians, and magazine and book publishers were pervasive; and the dawning of the Internet age was upon us. Within a few short months after settling in New York, the artist received widespread attention for her work, particularly a group of canvases populated with figures inspired by the cult German film We Children from Bahnhof Zoo about the heroin subculture of the 1970s. Her work forged a new visual language: paintings, drawings, and collages which telescoped between a virtuoso—and sometimes brutalistic—expressionism and taut, precise figurative drawing. Ackermann’s work explores the paradoxical relationship between fragility and violence, as she derives inspiration from literature, film, philosophy, and popular culture.",,https://americanartcatalogues.com/,Art,,Individual Artist Monographs,,,Clipper,,/assets/images/covers/9780847836642.jpg
13,Adams,Robert,Robert Adams,Gone?,Steidl Photography International,2010,,,,Hardcover,,First edition,9783865219176,,,false,,,,https://steidl.de,Photography,,,,,"Hudson Street Library, NYC",,/assets/images/covers/9783865219176.jpg
14,Aëgerter,Laurence,Laurence Aëgerter,Photographic Treatment Book 1,dewi lewis publishing,2016,29.7,21.0,,Hardback,64,"5 volumes, Winner 2018 Rencontres d'Arles Author Book Award",9781911306269,,,false,,"Photographic Treatment © consists of a series of five books, Daily Photo Dose 1, 2, 3, 4 and 5, each with thirty black and white photographic diptychs collected and edited by Laurence Aëgerter.",https://laurenceaegerter.com/,https://www.dewilewis.com,Photography,"neurology, psychology",Photography Artist Book,,,"Hudson Street Library, NYC",,/assets/images/covers/9781911306269.jpg
15,Aëgerter,Laurence,Laurence Aëgerter,Photographic Treatment Book 2,dewi lewis publishing,2016,29.7,21.0,,Hardback,64,5 volumes. Winner 2018 Rencontres d'Arles Author Book Award,9781911306276,,,false,,"Photographic Treatment © consists of a series of five books, Daily Photo Dose 1, 2, 3, 4 and 5, each with thirty black and white photographic diptychs collected and edited by Laurence Aëgerter.",https://laurenceaegerter.com/,https://www.dewilewis.com,Photography,"neurology, psychology",Photography Artist Book,,,"Hudson Street Library, NYC",,/assets/images/covers/9781911306276.jpg
16,Aëgerter,Laurence,Laurence Aëgerter,Photographic Treatment Book 3,dewi lewis publishing,2016,29.7,21.0,,Hardback,64,5 volumes. Winner 2018 Rencontres d'Arles Author Book Award,9781911306283,,,false,,"Photographic Treatment © consists of a series of five books, Daily Photo Dose 1, 2, 3, 4 and 5, each with thirty black and white photographic diptychs collected and edited by Laurence Aëgerter.",https://laurenceaegerter.com/,https://www.dewilewis.com,Photography,"neurology, psychology",Photography Artist Book,,,"Hudson Street Library, NYC",,/assets/images/covers/9781911306283.jpg
17,Aëgerter,Laurence,Laurence Aëgerter,Photographic Treatment Book 4,dewi lewis publishing,2016,29.7,21.0,,Hardback,64,5 volumes,9781911306290,,,false,,"Photographic Treatment © consists of a series of five books, Daily Photo Dose 1, 2, 3, 4 and 5, each with thirty black and white photographic diptychs collected and edited by Laurence Aëgerter.",https://laurenceaegerter.com/,https://www.dewilewis.com,Photography,"neurology, psychology",Photography Artist Book,,,"Hudson Street Library, NYC",,/assets/images/covers/9781911306290.jpg
18,Aëgerter,Laurence,Laurence Aëgerter,Photographic Treatment Book 5,dewi lewis publishing,2016,29.7,21.0,,Hardback,64,5 volumes. Winner 2018 Rencontres d'Arles Author Book Award,9781911306306,,,false,,"Photographic Treatment © consists of a series of five books, Daily Photo Dose 1, 2, 3, 4 and 5, each with thirty black and white photographic diptychs collected and edited by Laurence Aëgerter.",https://laurenceaegerter.com/,https://www.dewilewis.com,Photography,"neurology, psychology",Photography Artist Book,,,"Hudson Street Library, NYC",,/assets/images/covers/9781911306306.jpg
19,Ahlbom,Grace,Grace Ahlbom,Dreaming is Heavy Metal,Soft Opening,2018,29.2,24.1,,Softcover,32,1st Edition of 300 Copies,,,,false,,"square Backed, 4 Color.",https://www.graceahlbom.com/,,,music,Photography Artist Book,,,,,
20,Ahlbom,Grace,Grace Ahlbom,CDMX,Dashwood,2020,20.3,13.3,,Softcover,18,1st Edition of 300 Copies,,,,false,,"staple bound, 4 Color. Dashwood zines.",,https://dstrettell.com/,Zines,Dashwood zines,Photography Artist Book,,,,,
21,Aida,Makoto,Makoto Aida,Monument For Nothing,Graphic Sha Pub Co,2007,29.8,23.5,3.2,Boards,248,Bilingual edition,9784766118049,,,false,,,,,,,Pop Culture Art,,,,,/assets/images/covers/9784766118049.jpg
22,Al Qasimi,Farah,Farah Al Qasimi,Hello Future,Capricious,2021,22.5,17.8,,Hardcover,300,First edition,,,,true,,"Dividing her time between Brooklyn and Dubai, Emirates artist, Farah Al Qasimi’s is a bright and rising multidisciplinary artist whose work examines postcolonial structures of power, gender and aesthetic in the Persian Gulf states and global cultural confluence and migration at-large. Hello Future is a culmination of Al Qasimi’s photographic, performance and film practice, unified within her keen focus on surface and texture, and the revealing visual influences of the splashy and florid. The monograph includes an essay by Negar Azimi and conversation between Al Qasimi and artist Meriem Bennani. Designed by Studio Lin. Farah is recipient of the third annual Capricious Photo Award",https://farahalqasimi.com/,,,,Photography Artist Book,,,,,
23,Al Qasimi,Farah,Farah Al Qasimi,"Arrival, The Third Line, Dubai",Self,2019,,,,,,First edition,,,,true,,,https://farahalqasimi.com/,,,,Photography Artist Book,,,,,
24,Albdorf,Thomas,Thomas Albdorf,General View,,2017,21.0,28.0,,Hardcover,128,edition of 700,9788894895070,,Text by Darren Campion,false,Thomas Albdorf and Milo Montelli,"saddle stitch. ""General View“ investigates conceptions of a new reality that continuously departs from the indexical referent towards an ever-changing rendering of a world that is yet still routed in the photographic image. Inspired by photographs of Yosemite National Park – one of the most intensely mediated nature sites on earth, the series toys with the question regarding the necessity of traveling to a place that has been photographed innumerable times, the need to record additional photographs. If countless images of a specific place are downloadable or can be screenshot, have I been there already? The series concentrates on the reenactment of glitches on Google Street View; in a gesture similar to the concepts of Warhol's Brillo Box or Fischli & Weiss‘ reversed Ready-mades, the malfunctions are appropriated and reenacted via pre- and post-photographic processes – to test their sculptural qualities, their ability to become an autonomous entity, potentially independent from their indexical referents. The unintended glitches (as well as the originally intended blurs to conceal faces or car plates) appear as a trace of the algorithmic merging and altering of photographic images without direct human control; an early potential glimpse into, a herald for a post-human understanding of the concept of the image or its redundancy and disappearance.",https://thomasalbdorf.com/generalview,https://www.skinnerboox.com,,,,,,,,
25,Albers,Josef,Josef Albers,Formulation: Articulation,T.G. Rosenthal,2006,33.0,24.8,3.2,Hardcover,168,4.12 pounds,9780500238288,,,false,,,,,,,Individual Artist Monographs,,,,,
26,Aldridge,Miles,Miles Aldridge,One black & white and nineteen colour photographs,Reflex Editions; Reflex Art Gallery,2014,,,,Large format paperback,,lmtd edition of 750,9789071848193,,,true,,"One black & white and nineteen colour photographs by Miles Aldridge. First edition (2014). First impression. Large format paperback in new condition. Signed by The Cabinet by Miles Aldridge to back of cover. No markings. This is a brand new book. Please see pictures. PayPal accepted, any questions please get in touch.",,https://www.reflexamsterdam.com/,,"fashion photography, Miles Aldridge, Portrait Photography, Signed Photography",Individual Photographer Monographs,,,,,
27,Aldridge,Miles,Miles Aldridge,Please return Polaroid,Steidl,2016,29.5,29.5,,Hardback,208,,9783958297487,,,false,,"clothbound, 117 images. Please Please return Polaroid is Miles Aldridge’s ongoing love letter to Polaroid, a process once integral to the craft of many photographers but now more or less extinct, apart from the rare and out-of-date material traded on eBay for exorbitant prices. The sequel to Aldridge’s Please Return Polaroid of 2016, this book presents new and vintage Polaroids from his more than 20-year archive in a seemingly random sequence shaped by a dreamlike logic and surprising juxtapositions. Please Please return Polaroid explores Aldridge’s dedication to analogue processes where cut-and-paste is still a manual process, made with scissors, gaffer tape, intuition and not a little patience. Aldridge continues to use Polaroids as part of his work-in-progress “sketches,” often scratching, tearing and taping them together, even drawing over them; each mark part of the creative act. Known for creating immaculate photos of a less than perfect world, Aldridge revels in these unpolished images, transforming some into extreme enlargements filling double pages with their re-worked and damaged surfaces. Long live Polaroid!",,https://steidl.de,,,Individual Photographer Monographs,,,,,/assets/images/covers/9783958297487.jpg
28,Alex,GD,GD Alex,515-05,Macaroni Book,2018,22.0,31.0,,Handmade book binding,52,Edition of 100 copies,,,,false,,"Inkjet printed by AJM (Brussels), Risograph printed by Chez Rosi (Brussels), Recycled paper and Fedrigoni paper, Screen-printed paper envelope by Atelier l'Appât (Brussels). 515.05 by Alex GD is an experimental copy machine project about surveillance, image control, identity and numeric filing. Who are the real criminals here the people in the pictures or the one that controls de CCTV?",https://www.alexgd.com,https://www.instagram.com/macaronibook/,,surveillance,Surveillance Index,,,,,/assets/images/books/Alex_515_05.jpg
29,Alpern,Merry,Merry Alpern,Dirty Windows,"Art Pub Inc; First Edition, First Printing",1995,29.2,23.5,1.3,Hardcover,112,,9781881616580,,,false,,,,,Photography,"surveillance, sex, prostitution, nyc, sex-work downtown",Surveillance Index,PHO011010 / PHO023030,,"Hudson Street Library, NYC",,/assets/images/covers/9781881616580.jpg
30,Amano,Yoshitaka,Yoshitaka Amano,M by Ralf Christofor,Snoeck Verlagsgesellschaft,,,,,Softcover with flaps,,Out of print,9783936859164,,"Christofor, Ralf (Author)",false,,"Text (German/English) by Ralf Christofori, 84 pages with 95 coloured illustrations. Yoshitaka Amano was born in Shizuoka in 1952 and, on leaving the production company Tatsunoko at the tender age of 30, had already become a star in the firmament of Japan’s Manga-scene. His early animation series »Speed-Racer« and »G-Force«, as well as the later »Final Fantasy« proved to be immensely popular, becoming permanent fixtures in 70s TV entertainment schedules, particularly in the USA. The mass Japanese animation and comics market’s insatiable appetite has subsequently turned Amano into a fully-fledged superstar. With a few notable exceptions, contemporary art in Japan has continually been reproached for its style of imitative appropriation, until that is a new batch of artists burst onto the scene at the end of the 90s. On their own admission they owe a lot to Amano, be it Mariko Mori’s futuristic barbie-esque dreamscapes and performances or Takasha Murakami and Yoshitomo Nara for instance, in whose paintings the graphic borrowings from Manga proliferate in the funny faces or as unformed babies and little bears. Next to his work on further Mangas for a variety of new applications, be they films, as book illustrations, ceramic designs or as video games, Amano has recently revisited the 700 year old painting tradition of sumi-e. This technique using ink on fine rice paper is based upon expression, brush stroke and absolute precision, leaving no room for error. The Zen idea of penetrating to the essence of the matter is coupled here with an automatism, which construes the thing being painted as a kind of second nature, or as (American) critical opinion has described it: »the introverting of something extrovert in the form of an applied mutation …and, as a merging of different ideas of time, allowing past and future to coalesce.« Amano has Mangas coming out of his ears, Mangas he can use and fashion everywhichway in a variety of guises, situations and modes of expression. In between however, he has been fascinated by the challenge of transferring pictorial elements derived from the ancient sumi-e painting tradition onto highly polished placards. And here, aside from of any skill involved, his supra-dimensional eyes and chins, furrowed brows, silhouettes and details appear to be drawn from the same inexhaustible but anonymous reservoir, from which modern pictorial language also feeds; they have quite literally lost their Japanese innocence and have become universal ciphers in a universalistic culture. Were one to ask Amano where he is currently living, it is indeed fitting that he should reply: mostly Tokyo, New York and Paris.",,https://snoeck.de,,"anime, speed racer.",Individual Artist Monographs,,,,,/assets/images/covers/9783936859164.jpg
31,Amer,Ghada,Ghada Amer,Ghada Amer: Painting in Revolt - by Susan Thompson,Skira Paris,2021,,,,Hardcover,208,,9782370741493,,,false,,"New York-based painter and embroiderer Ghada Amer (born 1963) was raised in Cairo, Egypt, and later educated in Nice and Paris, France. Her experiences with sexism in both locations served as the impetus for her to forge new ground in a range of mediums, from painting and sculpture to ceramics and earthworks. With a background in abstract painting, Amer eventually turned to embroidery as a strategy for infiltrating the male space of painting with a material traditionally associated with women. Her work is frequently based on the images of female figures found in magazines, through which she explores the constructions of gender, sexuality and eroticism. Her embroidery is intentionally loose, with threads dangling from the canvas, provoking a pictorial effect not unlike Pollock's splattered paint. More recent works introduce a verbal element, with quotations and aphorisms. This volume reproduces these pieces along with a selection of works from across her career.",,,,,,,,,,
32,Anderson,Christopher,Christopher Anderson,Christopher Anderson -: SON,Kehrer Verlang,2013,24.8,20.3,1.9,,96,illustrated,9783868283907,,,true,,"With this book, Magnum photographer Christopher Anderson, renowned for his documentary work from conflict zones all over the world, presents a very personal body of work: ""These photographs are an organic response to an experience that is at the same time the most unique and the most universal of experiences: the birth of a child. . . . Through my son, my role as the son took on new meaning and my senses were hypertuned to the evidence of my own life passing.""",https://christopherandersonphoto.com/,,,family,Individual Photographer Monographs,,,,,
33,Anderson,Christopher,Christopher Anderson,Christopher Anderson: Stump,Rm,2014,,,,,96,illustrated,9788415118565,John Heilemann,,true,,,https://christopherandersonphoto.com/,,,politics,Individual Photographer Monographs,,,,,
34,Anderson,Christopher,Christopher Anderson,Approximate Joy,Stanley/Barker,2018,30.0,25.5,,Hardback,120,TBD,9780995555594,,Eike König and Colophon Foundry,false,,"paper wrapped, Silk screened, 68 Images (CMYK). Christopher Anderson’s photographs portray a contemporary China in the midst of perpetual reinvention. ""I have seen the future and it is now and it is China. There is no need for the past. It can be erased. A new happiness is being constructed, an approximation of joy, better than the real thing.” - Christopher Anderson The images are tightly cropped and extremely close up, bringing the viewer to an intimate distance where all context is removed, except for the ambient artificial light that illuminates the faces, giving only the sensual information of the physical form allowing the viewer the indiscreet pleasure of staring at another human face and wondering who the individual might be or what they might be thinking about at the moment of the photograph. These photographs are not a documentary about what people do. Rather they are a search for connection and recognition of self.",https://christopherandersonphoto.com/,https://www.stanleybarker.co.uk/,,"Fine Art Photography, Portrait Photography, Still Life Photography",Individual Photographer Monographs,,,,,
35,Anderson,Christopher,Christopher Anderson,COP,Stanley/Barker,2019,,,,,,,9781916410695,,,false,,"Christopher Anderson began photographing New York City cops in the wake of 9/11, as the visual landscape of the city he called home began to change. Bomb blast barriers went up, cops carrying larger guns seemed to be everywhere, and whilst the increased presence of security was designed, in part, to make New Yorkers feel safe, it reminded Anderson that something was deeply wrong. Then, in the wake of Occupy Wall Street, the death of Eric Garner and the election of Trump, Anderson found himself making photographs of cops on the streets of New York City once again, as a form of unconscious protest on a larger sense of authority. On assessing the images he was making, Anderson began to see them as something entirely different than a protest or commentary on power - there was almost a sentimentality. “I saw a portrait of a working class, immigrant America. The uniform only served as a thread on which to hang a cross section sample. The photographs felt more like a love letter to New York”—Christopher Anderson Anderson is a member of Magnum. He first gained recognition in 1999 when his poignant images of the rescue of Haitian refugees taken onboard a sinking wooden boat won him the Robert Capa Gold Medal. His previous book Approximate Joy was widely regarded as one of the best books of 2018.",https://christopherandersonphoto.com/,https://www.stanleybarker.co.uk/,,"police,",Individual Photographer Monographs,,,,,
36,Anderson,Christopher,Christopher Anderson,Bleu Blanc Rouge,Hatje Cantz,2019,36.0,27.0,,,32,,9783775745321,,,false,,,https://christopherandersonphoto.com/,https://www.hatjecantz.de/,,,,,,,,/assets/images/covers/9783775745321.jpg
37,Anderson,JW,JW Anderson,Disobedient Bodies,InOtherWords,2017,,,,,,,,,,false,,,,,,,,,,,,
38,Andersson,Roger,Roger Andersson,Letters From Mayhem,Cabinet,2004,,,,Hardcover,64,,9781932698251,,"Sina Najafi (Author), Albert Mobilio (Author)",false,,"Roger Andersson's book Letters from Mayhem is an artist's book made of 26 duotone watercolors, each depicting one letter of the alphabet. Printed on thick board in the format of a children's ABC primer, each letter is embedded in a fairytale setting in which wispy long-haired teenagers lie around stoned, sniffing glue, listening to heavy metal, and so on. This garden of vices overgrown with weeds and entangled vines forms a strange foil for imagery drawn from drug culture, anarchy, heavy metal, and children's cartoons, rendering every scene both innocent and corrupt. Full of messages hidden within plants, ponds and clouds, Andersson's drawings evoke a soft nostalgia for childhood tempered by images of soft-edged romantic decadence.",,,,"alphabet, letters",Individual Artist Book,,,Clipper,,/assets/images/covers/9781932698251.jpg
39,Andersson; Louise Enhorning,Nina,Nina Andersson; Louise Enhorning,Swedish Girls A Tribute,Argent Books,2014,25.5,18.5,1.2,Hardcover,,Swedish Text,9789163746789,,"Nina Tahko (Designer), Louise Enhörning (Photographer), Nina Andersson (Photographer)",false,,182 or 200? pages,,,,,,,,,,
40,Andrews,Kathyn,Kathyn Andrews,Strip,Koenig,,,,,Softcover,,,9783863356279,,,false,,,,,,,,,,,,
41,Anonymous,,,Black Panther Coloring Book,,,,,,,,,,,,false,,,,,,,Coloring Book,,,,,
42,Anonymous,,,BP in B,,,,,,,,,,,,false,,,,,,,,,,,,
43,Antonsson,Lotta,Lotta Antonsson,I Am Woman,Art And Theory Publishing,2016,27.9,21.6,1.3,Softcover,128,,9789188031402,,"Patrik Andersson, Charlotte Cotton, Lars-Erik Hjertström Lappalainen",false,Aoki,"full color and black & white. Swedish artist Lotta Antonsson's recent work recalls her fascination with the late 1960s and '70s, in a style ""where documentary and fiction blur in a merging of social and sexual revolutions"" according to the essay by Patrik Andersson. From a process that utilizes techniques of collage and montage emerges a very personal way of looking at the ephemeral nature of things, whether printed matter (magazines, books) or natural objects (shells, minerals, driftwood). Antonsson's analogue cuts and repetitions seize upon the allegorical potential of image fragments, freeing fashion and erotic photography in an exploration into the gendered side of this clichéd history.",,https://www.artandtheory.org,,"collage, shells",,,,,,/assets/images/covers/9789188031402.jpg
44,Araki,Nobuyoshi,Nobuyoshi Araki,Blue Period/Last Summer,"Arakinema, Session Press, Dashwood Books",2017,26.0,17.8,,Softcover in slipcase,216,"Edition of 1,750 copies",9780996657419,,,false,,"One of the most influential photographers of our time, Nobuyoshi Araki is known for his diaristic style or “shi-shashin” (I-photographs) through the publication of over 500 books throughout his career. His work has become practically synonymous with Japanese photography; closely associated with his work on bondage, his late wife, Yoko, as well as still lifes and nudes. It is, however, less known that Araki had explored experimental film projects since the mid 80s. In 1986 at Cinema Rise in Tokyo, Araki staged a live performance entitled Tokyo Monogatari (Tokyo Story). Using two projectors, Araki and his assistants, Nobuhiko Ansai and Shiro Tamiya, selected and sequenced slides to create a succession of overlapping images fading into one another, accompanied by a musical soundtrack. Tokyo Monogatari became the first in a series of live performances entitled Arakinema, which he staged until the mid-2000s in museums and art institutions around the world. Blue Period and Last Summer are made up primarily of nudes and portraits alternating with street scenes and images of flowers. The majority of the work is derived from Shashin Jidai, the important underground sub culture magazine of the 1980s in Japan. We especially feel excited about our publication since these two projects are essential among his film work. As Araki also explained at our initial meeting in Shinjuku last year, “The two films should be seen as a set, since Blue Period is about the past and Last Summer is about the future. By removing color using a chemical solution, Blue Period is about an act of subtraction (past), whereas adding color to the images in Last Summer is about an act of addition (future). This project is just like life itself.” Working directly from the 140 original slides used for both projections, the book successfully offers a fresh review of the photographer’s hidden oeuvre and regains the true spirit and atmosphere of the original Arakinema performances",,https://sessionpress.com/,,Nude Eros Photo Diary Death/Loss Drawing/Painting Snapshot Portraiture,Individual Photographer Monographs,,,"Hudson Street Library, NYC",,
45,Araki,Nobuyoshi,Nobuyoshi Araki,Blue Period / Last Summer,,,,,,,,3 copies?,,,,false,,,,,,,,,,"Hudson Street Library, NYC",,
46,Araki,Nobuyoshi,Nobuyoshi Araki,Araki by Araki,,,,,,,,,,,,false,,,,,,,,,,"Hudson Street Library, NYC",,
47,Araki,Nobuyoshi,Nobuyoshi Araki,"Araki Teller, Teller Araki",Eyesencia and Match and Company,2014,,,,Hardcover,,"oversized. Edition of 1,500 copies",9780692321959,,,false,,"Araki Teller, Teller Araki was published to coincide with the two artist’s collaborative exhibition at the Ostlicht Galerie fur Fotografie in Vienna. This large tome, the first artist’s book conceived and designed jointly by Araki and Teller, consists of over 300 pages of photo-jousting by two of the most original and influential voices working in photography today. Each, in their own way, exploring existential questions of physicality and sexuality",,,,"nudes, eros",,,,"Hudson Street Library, NYC",,
48,Araki,Nobuyoshi,Nobuyoshi Araki,Monochrome Paradise,Adachi,2015,,,,,,,9784908251009,,,false,,,,,,,,,,"Hudson Street Library, NYC",,/assets/images/covers/9784908251009.jpg
49,Araki,Nobuyoshi,Nobuyoshi Araki,Theater of Love,Case Publishing,2017,18.0,13.3,,Case binding,242,"Limited edition of 1,000 copies",9784908526121,"Designed by Yoshihisa Tanaka, Printing by Hakkou Art Co., Ltd.",,false,,"The series consists of around 100 photographs taken around the year 1965, when Araki was working at advertising giant Dentsu. The photos, first shown at an exhibition at Taka Ishii Gallery in February 2011, are presented as a postcard-sized book, hidden in a Fuji photographic paper box replica, the same way Araki discovered his old prints. ""I've found a cabinet box, labelled 'Theater of Love'. Opening it, there were about 150 prints inside. They must have been taken around '65, back when I was clicking away on an Olympus Pen F, experimenting with thermal development, fooling around with printing and film developing techniques. The photos are a record of me, the women and the life and the places of that era. Seems like I called them 'Theater of Love' in those days. But either way — good stuff. Good photos. You can't get this with digital."" — Nobuyoshi Araki",https://arakinobuyoshi.com,https://case-publishing.jp,Photography,"Photography, Photographers, Vintage, Japan, 1960s",Photography; Individual Photographers; General Monographs,,,"Hudson Street Library, NYC",,/assets/images/covers/theater-of-love-araki.jpg
50,Araki,Nobuyoshi,Nobuyoshi Araki,Nobuyoshi Araki: VINTAGE PRINTS,,,,,,,,,,,,false,,,,,,,,,,"Hudson Street Library, NYC",,
51,Araki,Nobuyoshi,Nobuyoshi Araki,Nobuyoshi Araki: Nobuyoshi Araki : Eros Diary,ANTHONY D'OFFAY,2016,24.1,17.8,,Paperback,92,"First edition, oop",9780996725903,,,false,,"10 color, 77 bw",,,,,,,,"Hudson Street Library, NYC",,
52,Araki,Nobuyoshi,Nobuyoshi Araki,Tokyo Blues 1977,Taka Ishii Gallery,2013,18.7,23.2,,Softcover,48,"Edition of 500 copies, oop",,,,false,,"43 illustrations. This catalog was published for the solo exhibition ‘Tokyo Blues 1977’, held at Taka Ishii Gallery in August 2013. After their exhibition at Nikon Salon in 1977, these works remained untouched in Araki’s storeroom until their recent rediscovery. This book includes 43 photographs loosely centered about a woman from Kyushu who Araki had just met. It captures the languidness and blues of Japan in the 1970’s",,,,portraiture,Snapshot Portraiture,,,"Hudson Street Library, NYC",,
53,Araki,Nobuyoshi,Nobuyoshi Araki,"Araki Teller, Teller Araki","eyesencia, MATCH and Company Co., Ltd.",2014,29.9,22.5,,Hardcover,408,,,,Juergen Teller (https://www.juergenteller.co.uk/),false,,"Published to coincide with the exhibition ""Araki Teller Teller Araki"" held at OstLich Gallery (April-May 2014) in Vienna Austria, Nobuyoshi Araki and Juergen Teller present their first jointly conceived and designed book. The publication assembles more than 300 photographs including works shown at the exhibition which were previously unpublished. The book brings together two of the most important photographers of our time, showing new works conceived for the exhibition. Both artists are united in this publication in their radical artistic attitude and their almost insatiable hunger for images as reflections of their personal experience of the world. Includes texts written by Nobuyoshi Araki and Juergen Teller which they have each dedicated to one another.",https://arakinobuyoshi.com,,Photography,"Nude, Snapshot, Portraiture, Photography, Photographers",Photography; Individual Photographers; General Monographs,,,"Hudson Street Library, NYC",,/assets/images/covers/araki-teller-teller-araki.jpg
54,Arbus,Diane,Diane Arbus,Magazine Work,,,,,,,,,,,,false,,,,,,,,,,"Hudson Street Library, NYC",,
55,Arbus,Diane,Diane Arbus,Diane Arbus In the Beginning Early Photographs 1956 1962,The Metropolitan Museum of Art,2016,,,,Hardcover,269,"First, portraits ; 29 cm",9781588395955,"Rosenheim, Jeff curator.",,false,,"illustrations. Catalog of the exhibition held at the Metropolitan Museum of Art, New York, July 12-November 27, 2016 and at the San Francisco Museum of Modern Art, January 21-April 30, 2017. Includes bibliographical references (pages 261-263) and index. ""Diane Arbus (1923-1971) is one of the most distinctive and provocative artists of the twentieth century. Her photographs of children and eccentrics, couples and circus performers, female impersonators and nudists, are among the most recognizable images of our time. This book is the definitive study of the artist's first seven years of work, from 1956 to 1962. Drawn primarily from the rich holdings of the Metropolitan Museum's Diane Arbus Archive--a remarkable treasury of photographs, negatives, appointment books, notebooks, and correspondence--it is an essential contribution to our understanding of Arbus and her oeuvre. diane arbus: in the beginning showcases over 100 of the artist's early photographs, more than half of which are published here for the first time. The book provides a crucial, in- depth presentation of the artist's genesis, showing Arbus as she developed her evocative and often haunting imagery. The photographs featured in this handsome volume reveal an artist defining her style, honing her subject matter, and in full possession of the many gifts for which she is now recognized the world over."" -- Publisher's description",,,,"moma, street photography, exhibition","Photography, Artistic, Photography, Street photography, Pedestrians, History, In art",,,"Hudson Street Library, NYC",,
