id,row_number,title,author,isbn,issues
1315,1293,One Picture Book Two Vol 39 - Daido Dos,"Moriyama, Daido",,missing_cover_image;incomplete_dimensions
1316,1294,One Picture Book Two Vol 38 - Daido Uno,"Moriyama, Daido",,missing_cover_image;incomplete_dimensions
1317,1295,One Picture Book Two Vol 37 - Portent,"Marcuse, Tanya",,missing_cover_image;incomplete_dimensions
1318,1296,One Picture Book Two Vol 36 - Taken by the Tide,"Lax, Maria",,missing_cover_image;incomplete_dimensions
1319,1297,One Picture Book Two Vol 35 - Namibia Redux,"Ehrlich, Richard",,missing_cover_image;incomplete_dimensions
1320,1298,One Picture Book Two Vol 34 - Untitled #2319-B-DMF,"Hido, Todd",,missing_cover_image;incomplete_dimensions
1321,1299,One Picture Book Two Vol 33 - Elemental Forms,"Nikolova, Nadezda",,missing_cover_image;incomplete_dimensions
1322,1300,One Picture Book Two Vol 32 - Bent Tree,"Steinmetz, Mark",,missing_cover_image;incomplete_dimensions
1323,1301,One Picture Book Two Vol 31 - A Va Aller,"Choumali, Joana",,missing_cover_image;incomplete_dimensions
1324,1302,One Picture Book Two Vol 30 - Black Sun,"Callis, Jo Ann",,missing_cover_image;incomplete_dimensions
1325,1303,One Picture Book Two Vol 29 - Peyote,"Monasterio, Pablo Ortiz",,missing_cover_image;incomplete_dimensions
1326,1304,One Picture Book Two Vol 28 - If You Want to Ride,"Soth, Alec",,missing_cover_image;incomplete_dimensions
1327,1305,One Picture Book Two Vol 27 - Ke Lefa Laka Volume 2,"Kganye, Lebohang",,missing_cover_image;incomplete_dimensions
1328,1306,One Picture Book Two Vol 26 - Ke Lefa Laka Volume 1,"Kganye, Lebohang",,missing_cover_image;incomplete_dimensions
1329,1307,One Picture Book Two Vol 25 - Mask,"Kawada, Kikuji",,missing_cover_image;incomplete_dimensions
1330,1308,One Picture Book Two Vol 24 - Pico Boulevard,"Humble, John",,missing_cover_image;incomplete_dimensions
1331,1309,One Picture Book Two Vol 23 - Love You,"Templeton, Deanna",,missing_cover_image;incomplete_dimensions
1332,1310,One Picture Book Two Vol 22 - Auto Hypnosis,"Templeton, Ed",,missing_cover_image;incomplete_dimensions
1333,1311,One Picture Book Two Vol 21 - Africa Gems and Jewels,"Weems, Carrie Mae",9781590055465,incomplete_dimensions
1334,1312,One Picture Book Two Vol 20 - Untitled #11856-0820,"Hido, Todd",,missing_cover_image;incomplete_dimensions
1335,1313,One Picture Book Two Vol 19 - Captains of the Dead Sea,"Malley, Alia",,missing_cover_image;incomplete_dimensions
1336,1314,One Picture Book Two Vol 18 - A Walk Through A Bamboo Grove,"Gibson, David H.",,missing_cover_image;incomplete_dimensions
1337,1315,One Picture Book Two Vol 17 - Notre Dame,"Kenna, Michael",,missing_cover_image;incomplete_dimensions
1338,1316,One Picture Book Two Vol 16 - Cats,"Steinmetz, Mark",,missing_cover_image;incomplete_dimensions
1339,1317,One Picture Book Two Vol 15 - Requiem,"Izu, Kenro",,missing_cover_image;incomplete_dimensions
1340,1318,One Picture Book Two Vol 14 - Darshan,"Sharma, Manjari",,missing_cover_image;incomplete_dimensions
1341,1319,One Picture Book Two Vol 13 - Gas Stations 1982 1986,"Shibata, Toshio",,missing_cover_image;incomplete_dimensions
1342,1320,One Picture Book Two Vol 12 - Instant Decorator,"Simmons, Laurie",,missing_cover_image;incomplete_dimensions
1343,1321,One Picture Book Two Vol 11 - Tata,"Borensztein, Leon",,missing_cover_image;incomplete_dimensions
1344,1322,One Picture Book Two Vol 10 - Daido Moto,"Moriyama, Daido",,missing_cover_image;incomplete_dimensions
1345,1323,One Picture Book Two Vol 09 - I,"Zadeh, Susan A.",,missing_cover_image;incomplete_dimensions
1346,1324,One Picture Book Two Vol 08 - The Sweating Subject,"Banning, Jan",,missing_cover_image;incomplete_dimensions
1347,1325,One Picture Book Two Vol 07 - Residential Variations,"Mulno, Michael",,missing_cover_image;incomplete_dimensions
1348,1326,One Picture Book Two Vol 06 - Cheap Thrills,"Callis, Jo Ann",,missing_cover_image;incomplete_dimensions
1349,1327,One Picture Book Two Vol 05 - Studio ER,"Ruwedel, Mark",,missing_cover_image;incomplete_dimensions
1350,1328,One Picture Book Two Vol 04 - Floridadogs,"Mendoza, Tony",,missing_cover_image;incomplete_dimensions
1351,1329,One Picture Book Two Vol 03 - Monument,"Weems, Carrie Mae",9781590054949,incomplete_dimensions
1352,1330,One Picture Book Two Vol 02 - The Lone Ranger,"Hahn, Betty",,missing_cover_image;incomplete_dimensions
1353,1331,One Picture Book Two Vol 01 - DMZ The 38th Parallel,"Kenna, Michael",,missing_cover_image;incomplete_dimensions
1355,1333,Leo Villareal: Coding Light,"Villareal, Leo",9781580936538,incomplete_dimensions
1356,1334,David Wojnarowicz: Arthur Rimbaud in New York,"Wojnarowicz, David",9788857254067,incomplete_dimensions
1357,1335,"Nicole times, vol. 01","Matsuda, Mitsuhiro",,missing_cover_image
1358,1336,"Nicole times, vol. 02.","Matsuda, Mitsuhiro",,missing_cover_image
1359,1337,"Nicole times, vol. 03.","Matsuda, Mitsuhiro",,missing_cover_image
1360,1338,"Nicole times, vol. 04.","Matsuda, Mitsuhiro",,missing_cover_image
1361,1339,"Nicole times, vol. 05.","Matsuda, Mitsuhiro",,missing_cover_image
1362,1340,"Nicole times, vol. 06.","Matsuda, Mitsuhiro",,missing_cover_image
1363,1341,"Nicole times, vol. 07","Matsuda, Mitsuhiro",,missing_cover_image
1364,1342,"Nicole times, vol. 08.","Matsuda, Mitsuhiro",,missing_cover_image
1365,1343,"Nicole times, vol. 09.","Matsuda, Mitsuhiro",,missing_cover_image
1366,1344,"Nicole times, vol. 10.","Matsuda, Mitsuhiro",,missing_cover_image
1367,1345,"Nicole times, vol. 11.","Matsuda, Mitsuhiro",,missing_cover_image
1368,1346,"Nicole times, vol. 12.","Matsuda, Mitsuhiro",,missing_cover_image
1369,1347,"Nicole times, vol. 13.","Matsuda, Mitsuhiro",,missing_cover_image
1370,1348,"Nicole times, vol. 14.","Matsuda, Mitsuhiro",,missing_cover_image
1371,1349,"Nicole times, vol. 15.","Matsuda, Mitsuhiro",,missing_cover_image
1372,1350,"Nicole times, vol. 16.","Matsuda, Mitsuhiro",,missing_cover_image
1373,1351,"Nicole times, vol. 17.","Matsuda, Mitsuhiro",,missing_cover_image
1374,1352,"Nicole times, vol. 18.","Matsuda, Mitsuhiro",,missing_cover_image
1375,1353,"Nicole times, vol. 18","Matsuda, Mitsuhiro",,missing_cover_image
1376,1354,"Nicole times, vol. 19.","Matsuda, Mitsuhiro",,missing_cover_image
1377,1355,"Nicole times, vol. 21.","Matsuda, Mitsuhiro",,missing_cover_image
1378,1356,"Nicole times, vol. 20","Matsuda, Mitsuhiro",,missing_cover_image
1379,1357,"Nicole times, vol.","Matsuda, Mitsuhiro",,missing_cover_image;incomplete_dimensions
1380,1358,"Nicole times, vol. 24.","Matsuda, Mitsuhiro",,missing_cover_image
1381,1359,"Nicole times, vol. 26","Matsuda, Mitsuhiro",,missing_cover_image
1382,1360,"Nicole times, vol.","Matsuda, Mitsuhiro",,missing_cover_image
1383,1361,"Nicole times, vol.","Matsuda, Mitsuhiro",,missing_cover_image
1384,1362,"Nicole times, vol.","Matsuda, Mitsuhiro",,missing_cover_image
1385,1363,"Nicole times, vol. 31","Matsuda, Mitsuhiro",,missing_cover_image
1386,1364,"Nicole times, vol.","Matsuda, Mitsuhiro",,missing_cover_image
1387,1365,"Nicole times, vol. 32","Matsuda, Mitsuhiro",,missing_cover_image
1388,1366,"Nicole times, vol.","Matsuda, Mitsuhiro",,missing_cover_image
1389,1367,"Nicole times, vol. 36","Matsuda, Mitsuhiro",,missing_cover_image
1390,1368,"Nicole times, vol. 33","Matsuda, Mitsuhiro",,missing_cover_image
1391,1369,"Nicole times, vol. 35","Matsuda, Mitsuhiro",,missing_cover_image
1392,1370,"Nicole times, vol.","Matsuda, Mitsuhiro",,missing_cover_image
1393,1371,All The Young Punks,"Macindoe, Graham",,missing_cover_image
1394,1372,AnOther Magazine - Bjork,Magazine,,missing_cover_image
1395,1373,Backstage Pass: Rock & Roll Photography (Portland Museum of Art),"O'Brien, Thomas Andrew Denenberg and Glenn",978-0300151633,missing_cover_image;incomplete_dimensions
1396,1374,Backstage Pass: Rock & Roll Photography (Portland Museum of Art),"O'Brien, Thomas Andrew Denenberg and Glenn",978-0300151633,missing_cover_image;incomplete_dimensions
1397,1375,Bob Dylan - a man called alias,"Williams, Richard",,missing_cover_image
1398,1376,Bob Dylan - The Darwin Blank Series,Prestel,,missing_cover_image
1399,1377,Bob Dylan - The Darwin Blank Series,"Gallery, Halycyon",,missing_cover_image
1400,1378,Bruce Springsteen: Songs Hardcover  (two copies one sealed),"Springsteen, Bruce",,missing_cover_image
1401,1379,Cash - An American Man,"Miller, Bill",,missing_cover_image
1402,1380,CREEM: America's Only Rock 'N' Roll Magazine (3 copies),"Matheu, Robert",978-0061374562,missing_cover_image;incomplete_dimensions
1403,1381,"David Bowie Is (Museum of Contemporary Art, Chicago: Exhibition Catalogues)   (2 copies)","Broackes, Victoria",978-1851777372,missing_cover_image;incomplete_dimensions
1404,1382,"David Byrne : Tribal Textiles from Persia: Neiriz Collection in the Ethnographical Museum Berlin by David Byrne (2003, Hardcover)","Byrne, David",,missing_cover_image
1405,1383,Dust & Grooves: Adventures in Record Collecting,"Paz, Eilon",978-1607748694,missing_cover_image;incomplete_dimensions
1406,1384,Factory Records: The Complete Graphic Album by Matthew Robertson,"Robertson, Matthew",978-0811856768,missing_cover_image;incomplete_dimensions
1407,1385,Fucked Up + Photocopied: instant art of the punk rock movement,"Turcotte, Bryan Ray",978-1584230007,missing_cover_image;incomplete_dimensions
1408,1386,Fucked Up + Photocopied: instant art of the punk rock movement,"Turcotte, Bryan Ray",978-1584230007,missing_cover_image;incomplete_dimensions
1409,1387,God Listens To Slayer,"Charles, Sanna",978-0956795281,missing_cover_image;incomplete_dimensions
1410,1388,Journals by Kurt Cobain,"Cobain, Kurt",,missing_cover_image
1411,1389,"Joy Division by Kevin Cummins, Bernard Sumner   (Three Copies, one inscribed, one signed, one new)","Cummins, Kevin",978-0847834815,missing_cover_image;incomplete_dimensions
1412,1390,Karlheinz Weinberger - Vol 1 Halbstarke P,"Weinberger, Karlheinz",978-3906822143,missing_cover_image;incomplete_dimensions
1413,1391,New Order by Kevin Cummins    (signed),"Cummins, Kevin",978-0847843602,missing_cover_image;incomplete_dimensions
1414,1392,No Wave: Post-Punk. Underground. New York. 1976-1980,"Coley, Thurston Moore and Byron",978-0810995437,missing_cover_image;incomplete_dimensions
1415,1393,Oh So Pretty: Punk in Print 1976-19801980,"Mott, Toby",978-0714872759,missing_cover_image;incomplete_dimensions
1416,1394,Panic Attack!: Art in the Punk Years,"Sladen, Mark",978-1858944036,missing_cover_image;incomplete_dimensions
1417,1395,Patti Smith 1969-1976,"Linn, Judy",978-0810998322,missing_cover_image;incomplete_dimensions
1418,1396,Punk 365 (365 Series),"(Foreword), Holly George-Warren (Author),‎ Richard Hell",978-0810994041,missing_cover_image;incomplete_dimensions
1419,1397,Punk: Chaos to Couture,"Hell, Andrew Bolton (Author),‎ Richard",978-0300191851,missing_cover_image;incomplete_dimensions
1420,1398,Punks & Portraits San Francisco 1979,"Roberts, John",,missing_cover_image
1421,1399,Rock Book : A Portrait of Music,"director], David Raccuglia [creative",,missing_cover_image;incomplete_dimensions
1422,1400,Rock Seen - Bob Gruen,"Gruen, Bob",,missing_cover_image;incomplete_dimensions
1423,1401,Rolling Stone Images of Rock & Roll,NA,978-0316754682,missing_cover_image;incomplete_dimensions
1424,1402,Showboat: Punk/Sex/Bodies,"Mott, Toby",,missing_cover_image
1425,1403,Skinhead: An Archive. (Signed),"Mott, Toby",978-0956795274,missing_cover_image;incomplete_dimensions
1426,1404,Slash: A Punk Magazine from Los Angeles: 1977-1980,"Roettinger, J.C. Gabel and Brian",978-0996744720,missing_cover_image;incomplete_dimensions
1427,1405,The Who Live Leather Bound –,"Halfin, Ross",978-0904351750,missing_cover_image;incomplete_dimensions
1428,1406,The Beautiful & The Damned: Punk Photographs by Ann Summa,"McKenna, Kristine",978-1935202271,missing_cover_image;incomplete_dimensions
1429,1407,The Bob Dylan Scrapbook 1956-1966,"Santelli, Robert",,missing_cover_image
1430,1408,The Definitive Dlayn Songbook,"Dylan, Bob",,missing_cover_image
1431,1409,The Hollow of the Hand by PJ Harvey,"Murphy, PJ Harvey; Seamus",978-1408865736,missing_cover_image;incomplete_dimensions
1432,1410,Touch Me I'm Sick,"Peterson, Charles",978-1576873915,missing_cover_image;incomplete_dimensions
1433,1411,"TRILLO, Miguel. Rockoco: Imagenes del Pop-Rock 1980-1984 / 2000 – 2016.","Trillo, Miguel",,missing_cover_image
1434,1412,"U2 by U2  (signed by band, 2 copies)","McCormick, Neil",978-0060776756,missing_cover_image;incomplete_dimensions
1435,1413,"Yes Yes Yes Alternative Press 1966-1977, From Provo To Punk","Donno, A. Martegani Eds. E. De",978-8887071627,missing_cover_image;incomplete_dimensions
1436,1414,You can click away of whatever you want: That's PUNK,"Yamaguchi, Herbie",978-4908512056,missing_cover_image
1437,1415,You Should Have Heard Just What I Seen,"Hamilton, James",978-1616234959,missing_cover_image;incomplete_dimensions
1438,1416,Sarah Sze: Paintings,"Sze, Sarah",9781838665623,missing_cover_image;incomplete_dimensions
1439,1417,Nicole Wittenberg,"Wittenberg, Nicole",9781580936811,incomplete_dimensions
1440,1419,Folksongs,"Prince, Richard",9798985236859,incomplete_dimensions
1441,1420,The Fug,"Prince, Richard",9782930573076,incomplete_dimensions
1493,1472,Record Culture Issue 1,Record Culture,,missing_cover_image
1494,1473,Record Culture Issue 2,Record Culture,,missing_cover_image
1495,1474,Record Culture Issue 3,Record Culture,,missing_cover_image
1496,1475,Record Culture Issue 4,Record Culture,,missing_cover_image
1497,1476,Record Culture Issue 5,Record Culture,,missing_cover_image
1498,1477,Record Culture Issue 6,Record Culture,,missing_cover_image
1499,1478,Record Culture Issue 7,Record Culture,,missing_cover_image
1500,1479,Record Culture Issue 8,Record Culture,,missing_cover_image
1501,1480,Record Culture Issue 9,Record Culture,,missing_cover_image
1502,1481,Record Culture Issue 10,Record Culture,,missing_cover_image
1505,1484,Backstage Pass: Rock & Roll Photography,"Denenberg, Thomas Andrew",,incomplete_dimensions
1506,1485,Bob Dylan: The Drawn Blank Series,"Dylan, Bob",,incomplete_dimensions
1507,1486,Dylan: A Man Called Alias,"Williams, Richard",,incomplete_dimensions
1508,1487,Bruce Springsteen: Songs,"Springsteen, Bruce",,incomplete_dimensions
1509,1488,Cash: An American Man,"Miller, Bill",,incomplete_dimensions
1510,1489,CREEM: America's Only Rock 'N' Roll Magazine,"Matheu, Robert",,incomplete_dimensions
1522,1501,Gangs,"Prince, Richard",9780578974965,incomplete_dimensions
1524,1503,Terry,"Richardson, Terry",,missing_cover_image
1526,1505,Interzone,"Slimane, Hedi",,missing_cover_image
1527,1506,Ed in Japan,"Teller, Juergen",,missing_cover_image
1528,1507,Good Morning New York,"Ackermann, Rita",,missing_cover_image
1529,1508,Selective Memory Series,"Lang, Helmut",,missing_cover_image
1530,1509,You Can't Drink It If It's Frozen,"Snow, Dash",,missing_cover_image
1532,1511,Pigxtras,"Korine, Harmony",,missing_cover_image
1533,1512,Cuba 2009,"Marino, Marlene",,missing_cover_image
1534,1513,Debris,"Marcopoulos, Ari",,missing_cover_image
1535,1514,Pussy,"Schmidt, Aurel",,missing_cover_image
1536,1515,Vincent,"Darre, Vincent",,missing_cover_image
1537,1516,Street Mouth,"Moore, Thurston",,missing_cover_image
1538,1517,Full Moon,"Rahlwes, Katja",,missing_cover_image
1539,1518,Purple Book,"Breuning, Olaf",,missing_cover_image
1541,1520,The Journey is the Destination,"McGinley, Ryan",,missing_cover_image
1542,1521,Purple Book,"Snow, Max",,missing_cover_image
1543,1522,Purple Book,"Teller, Juergen",,missing_cover_image
1544,1523,Purple Book,"Sachs, Tom",,missing_cover_image
1545,1524,Purple Book,"Condo, George",,missing_cover_image
1546,1525,Purple Book,"Hayes, Jeanette",,missing_cover_image
1547,1526,The Glen O'Brien Purple Book,"O'Brien, Glen",,missing_cover_image
1548,1527,Purple Book,"Homma, Takashi",,missing_cover_image
1549,1528,Purple Book,"Holler, Carsten",,missing_cover_image
1550,1529,The Paul Mccarthy Purple Book,"Mccarthy, Paul",,missing_cover_image
1551,1530,The Urs Fischer Purple Book,"Fischer, Urs",,missing_cover_image
1556,1535,Canal zone yes Rasta,"Prince, Richard",,missing_cover_image
1557,1536,"Cowboys gagosian , Beverly Hills+","Prince, Richard",,missing_cover_image
1579,1556,Ayoung Kim: Synthetic Storyteller,"Kim, Ayoung",979-11-985617-0-1,incomplete_dimensions
1580,1557,Les Oiseaux,"Raban-Oliva, Lola",978-2-492175-62-6,incomplete_dimensions
1589,1558,Slanted Magazine #45—Sex,Slanted,,missing_cover_image;incomplete_dimensions
1590,1559,AFM Issue 2: Mind Games,AFM,,incomplete_dimensions
1591,1560,AFM Issue 1: Pursuits of Happiness,AFM,,missing_cover_image;incomplete_dimensions
1592,1561,Felix Gonzalez-Torres: Always to Return,"Gonzalez-Torres, Felix",9798890181107,incomplete_dimensions
1593,1562,Purple Issue 5 (Volume II),Purple Magazine,,missing_cover_image
1594,1563,Purple Fashion Magazine Issue 1 (Volume III),Purple Magazine,,missing_cover_image
1595,1564,Purple Fashion Magazine Issue 2 (Volume III),Purple Magazine,,missing_cover_image
1596,1565,Purple Fashion Magazine Issue 3 (Volume III),Purple Magazine,,missing_cover_image
1597,1566,Purple Fashion Magazine Issue 4 (Volume III),Purple Magazine,,missing_cover_image
1598,1567,Purple Fashion Magazine Issue 5 (Volume III),Purple Magazine,,missing_cover_image
1599,1568,Purple Fashion Magazine Issue 6 (Volume III),Purple Magazine,,missing_cover_image
1600,1569,Purple Fashion Magazine Issue 7 (Volume III),Purple Magazine,,missing_cover_image
1601,1570,Purple Fashion Magazine Issue 8 (Volume III),Purple Magazine,,missing_cover_image
1602,1571,Purple Fashion Magazine Issue 9 (Volume III),Purple Magazine,,missing_cover_image
1603,1572,Purple Fashion Magazine Issue 10 (Volume III),Purple Magazine,,missing_cover_image
1604,1573,Purple Fashion Magazine Issue 11 (Volume III),Purple Magazine,,missing_cover_image
1605,1574,Purple Fashion Magazine Issue 12 (Volume III),Purple Magazine,,missing_cover_image
1606,1575,Purple Fashion Magazine Issue 13 (Volume III),Purple Magazine,,missing_cover_image
1607,1576,Purple Fashion Magazine Issue 14 (Volume III),Purple Magazine,,missing_cover_image
1608,1577,Purple Fashion Magazine Issue 15 (Volume III),Purple Magazine,,missing_cover_image
1609,1578,Purple Fashion Magazine Issue 16 (Volume III),Purple Magazine,,missing_cover_image
1610,1579,Purple Fashion Magazine Issue 17 (Volume III),Purple Magazine,,missing_cover_image
1611,1580,Purple Fashion Magazine Issue 18 (Volume III),Purple Magazine,,missing_cover_image
1612,1581,Purple Fashion Magazine Issue 19 (Volume III),Purple Magazine,,missing_cover_image
1613,1582,Purple Fashion Magazine Issue 20 (Volume III),Purple Magazine,,missing_cover_image
1614,1583,Purple Fashion Magazine Issue 21 (Volume III),Purple Magazine,,missing_cover_image
1615,1584,Purple Fashion Magazine Issue 22 (Volume III),Purple Magazine,,missing_cover_image
1616,1585,Purple Fashion Magazine Issue 23 (Volume III),Purple Magazine,,missing_cover_image
1617,1586,Purple Fashion Magazine Issue 24 (Volume III),Purple Magazine,,missing_cover_image
1618,1587,Purple Fashion Magazine Issue 25 (Volume III),Purple Magazine,,missing_cover_image
1619,1588,Purple Fashion Magazine Issue 26 (Volume III),Purple Magazine,,missing_cover_image
1620,1589,Purple Fashion Magazine Issue 27 (Volume III),Purple Magazine,,missing_cover_image
1621,1590,Purple Fashion Magazine Issue 28: 25YRS Anniversary (Volume IV),Purple Magazine,,missing_cover_image
1622,1591,Purple Fashion Magazine Issue 29: Purple 76 Index (Volume IV),Purple Magazine,,missing_cover_image
1623,1592,Purple Fashion Magazine Issue 30: The Los Angeles Issue (Volume IV),Purple Magazine,,missing_cover_image
1624,1593,Purple Fashion Magazine Issue 31: The Paris Issue (Volume IV),Purple Magazine,,missing_cover_image
1625,1594,Purple Fashion Magazine Issue 32: The Cosmos Issue (Volume IV),Purple Magazine,,missing_cover_image
1626,1595,Purple Fashion Magazine Issue 33: The Brain Issue (Volume IV),Purple Magazine,,missing_cover_image
1627,1596,Andre,"Pierson, Jack",978-1-940881-70-6,incomplete_dimensions
1628,1597,Array (Miami Beach),"Pierson, Jack",978-1-940881-71-3,incomplete_dimensions
1629,1598,MUG SHOT – guilty until proven innocent,"Birk, Lukas",,incomplete_dimensions
